sample,EGFR,KRAS,TP53,BRCA1,BRCA2,ALK,PIK3CA,MAPK1,PTEN,HRAS,NRAS,AKT1,CDK4,CDK6,MYC,RET,FGFR1,FGFR2,BRAF,SMAD4,MLH1,MUTYH,TSC1,TSC2,VHL,IDH1,IDH2,SPOP,ARID1A,ATM,AXIN1,FBXW7,RAD51,RB1,ERBB2,RPS6KB1,STK11,NOTCH1,NF1,KMT2C,KMT2D,PD-0325901:MEK_IC50 (uM),RAF265:RAF_IC50 (uM),PHA-665752:c-MET_IC50 (uM),Histology,Hist Subtype1,Site Primary
NCIH2004RT_SOFT_TISSUE,17.6,3.669,39.11,6.676,2.311,0.0624,4.036,14.33,7.01,14.1,21.71,34.52,133.6,0.1023,84.67,0.0803,136.2,5.766,3.016,7.077,24.33,4.108,6.351,9.903,16.26,17.73,11.88,12.48,20.01,8.503,13.71,3.936,8.457,20.21,22.57,13.15,16.76,8.243,5.447,2.702,4.039,,,,,,SOFT_TISSUE
SNU387_LIVER,17.53,2.82,1.882,6.072,1.622,0.01259,6.442,15.98,5.594,24.87,47.68,42.84,84.8,9.368,21.08,0.01196,24.01,0.02422,4.138,5.6,11.17,2.797,4.061,14.06,24.15,33.12,9.772,14.99,11.17,3.833,11.86,1.944,7.896,6.739,6.387,8.558,11.96,1.643,5.629,5.37,10.35,8.0,,8.0,carcinoma,hepatocellular_carcinoma,LIVER
SNU503_LARGE_INTESTINE,17.52,6.739,24.64,7.187,2.464,0.1599,16.82,14.77,8.122,18.94,9.444,42.67,104.6,8.659,125.3,0.3944,7.53,12.93,6.807,4.912,7.886,4.312,5.031,7.206,12.2,60.39,18.73,15.53,15.82,3.198,9.717,3.344,6.836,17.65,16.18,12.12,14.88,6.287,12.13,5.67,12.93,,,,carcinoma,NS,LARGE_INTESTINE
T3M10_LUNG,17.4,1.839,17.26,12.31,2.037,0.01105,3.615,8.48,8.057,20.65,21.47,110.2,133.4,11.61,39.65,0.07874,1.901,0.02657,3.877,6.848,11.88,3.823,3.11,13.81,6.825,51.02,61.63,14.53,14.78,7.288,12.89,1.012,9.65,0.8521,17.96,6.402,8.288,4.086,8.535,3.681,9.186,0.6867,2.204,8.0,carcinoma,large_cell_carcinoma,LUNG
PLCPRF5_LIVER,17.38,3.853,8.729,9.851,2.442,0.0,2.184,13.8,7.026,15.81,37.67,34.46,94.49,11.13,31.33,0.00802,10.22,0.00842,8.331,4.312,14.34,3.911,3.808,7.536,9.22,98.44,38.73,9.826,15.7,5.3,10.69,5.734,16.29,7.516,22.49,10.38,10.35,1.862,10.06,3.31,10.22,8.0,3.215,8.0,carcinoma,hepatocellular_carcinoma,LIVER
TCCSUP_URINARY_TRACT,17.28,4.375,15.08,11.37,2.007,0.01418,5.683,13.37,10.58,21.88,29.62,39.04,135.4,7.074,28.09,0.05556,22.45,0.1303,7.828,5.263,17.57,6.611,6.793,15.48,22.46,54.36,25.37,14.5,14.91,5.84,20.23,2.195,4.993,3.862,8.112,10.04,20.38,9.745,10.14,6.279,12.11,8.0,8.0,8.0,carcinoma,transitional_cell_carcinoma,URINARY_TRACT
OAW42_OVARY,17.2,2.325,26.97,10.12,0.8502,0.7393,6.087,17.31,5.065,15.72,41.97,35.5,142.6,3.953,30.97,0.1357,44.79,11.66,4.359,2.611,21.42,3.691,1.978,14.64,14.86,25.6,23.36,9.602,4.466,3.42,12.62,1.949,10.06,10.9,31.28,6.813,23.3,6.08,9.275,3.445,9.884,,,,carcinoma,NS,OVARY
JHOM2B_OVARY,17.17,5.343,24.61,4.925,4.4,0.00152,6.867,8.554,8.695,22.84,32.17,58.77,71.32,10.41,73.22,0.06502,0.07647,8.007,6.646,2.646,11.82,8.312,7.704,10.44,17.97,78.21,84.56,5.658,25.04,3.294,18.13,4.528,7.782,2.641,34.08,3.295,30.59,15.36,5.154,10.94,15.4,,,,carcinoma,adenocarcinoma,OVARY
M059K_CENTRAL_NERVOUS_SYSTEM,17.05,3.048,29.37,3.645,1.028,0.0141,7.487,15.09,1.578,37.35,49.99,70.73,67.12,8.651,5.939,0.01507,20.5,2.161,4.704,6.66,12.37,2.672,4.303,18.37,9.566,12.88,33.15,14.33,16.12,4.517,11.61,2.047,9.465,3.521,8.523,5.901,15.72,2.755,6.021,3.327,4.568,,,,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
SNU840_OVARY,16.88,2.841,7.934,6.675,1.285,0.02785,5.169,7.695,6.476,29.15,34.02,47.2,62.45,5.062,27.28,0.03544,4.799,4.983,3.238,3.143,17.67,3.395,3.041,13.71,12.17,28.95,19.74,9.393,10.99,3.537,12.48,2.119,8.938,8.068,33.19,13.89,13.08,5.017,6.673,2.748,11.28,,,,carcinoma,Brenner_tumour,OVARY
NCIH650_LUNG,16.83,12.86,6.141,4.778,1.061,0.02899,5.604,27.93,6.869,10.23,33.68,30.96,51.84,19.95,65.55,0.01631,14.81,0.02054,7.785,5.416,12.22,6.244,5.248,11.4,19.42,16.6,7.503,15.3,20.64,21.48,8.788,4.164,3.438,10.62,9.427,9.477,15.61,2.669,6.651,4.296,14.59,8.0,2.341,8.0,carcinoma,bronchioloalveolar_adenocarcinoma,LUNG
SNU8_OVARY,16.79,4.044,1.697,8.251,1.13,0.01562,7.043,7.725,2.951,15.21,27.4,40.45,62.88,23.74,9.868,0.00445,0.1801,1.715,3.987,3.419,9.438,3.687,4.703,14.32,11.09,41.41,26.16,10.69,18.57,2.76,7.116,2.268,6.146,6.918,15.72,6.897,9.947,5.923,7.581,4.505,8.826,,,,carcinoma,adenocarcinoma,OVARY
U178_CENTRAL_NERVOUS_SYSTEM,16.68,2.978,18.02,6.289,1.228,0.0,6.173,12.27,1.593,22.02,28.32,41.76,95.2,11.12,15.01,0.0,19.28,0.01041,4.092,6.107,21.18,2.287,5.944,12.93,10.34,49.86,49.22,14.89,10.96,7.581,6.329,3.686,8.069,7.614,13.27,7.179,14.6,3.543,5.323,2.695,5.862,,,,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
127399_SOFT_TISSUE,16.62,2.885,39.09,6.888,2.235,0.00164,4.104,24.88,8.897,12.23,58.19,20.32,114.8,6.449,49.45,0.1703,15.53,13.32,2.709,2.982,23.03,7.473,5.851,16.19,13.13,35.02,25.62,16.75,13.67,3.553,9.635,1.967,9.224,21.48,12.52,11.23,12.6,11.0,3.617,1.957,1.689,,,,,,SOFT_TISSUE
NCIH1734_LUNG,16.59,12.03,28.56,12.84,2.13,2.566,7.612,17.16,4.019,31.92,23.43,50.56,234.2,10.19,22.73,0.07664,15.9,0.1172,7.301,6.07,14.71,2.341,5.247,10.47,10.72,25.31,38.42,18.9,18.92,6.996,12.28,3.159,8.902,2.477,24.38,11.61,7.503,8.097,11.77,6.626,14.33,,,,carcinoma,adenocarcinoma,LUNG
HEC151_ENDOMETRIUM,16.47,3.803,30.34,7.726,3.483,0.00252,4.507,13.92,3.961,24.46,42.64,17.07,115.9,13.61,65.82,0.02019,8.9,1.823,5.082,5.68,4.361,5.017,3.904,5.981,22.2,32.91,8.946,11.43,10.52,3.744,18.92,5.831,16.8,10.23,15.46,8.986,4.238,6.093,5.547,4.072,14.57,0.08198,0.3395,8.0,carcinoma,adenocarcinoma,ENDOMETRIUM
59M_OVARY,16.45,5.41,2.382,3.352,0.7969,0.00959,6.023,11.54,7.283,12.41,31.87,24.6,62.23,4.961,63.47,0.06404,24.32,0.03457,4.73,2.054,12.07,5.714,4.281,9.927,12.17,45.12,17.31,12.88,9.369,3.695,8.769,1.909,3.077,18.35,13.49,5.581,17.29,1.886,5.932,2.812,8.392,,,,carcinoma,NS,OVARY
SW982_SOFT_TISSUE,16.43,3.477,35.62,6.791,1.368,0.00574,10.39,10.73,10.74,17.74,25.62,38.67,128.5,6.15,19.28,0.07367,13.52,0.00442,4.49,8.067,22.58,3.556,5.125,9.092,9.853,47.01,27.47,19.19,8.491,7.334,6.599,2.277,4.348,16.37,11.66,6.451,13.04,2.585,8.781,1.957,3.642,,,,,,SOFT_TISSUE
NCIH196_LUNG,16.37,3.6,22.36,8.544,3.286,0.00748,12.54,20.69,8.917,16.58,48.03,70.19,75.51,8.349,5.241,0.00639,22.35,3.417,9.315,6.89,14.78,6.58,5.951,12.3,10.59,31.76,79.89,19.78,13.46,2.39,10.38,2.452,15.21,2.654,24.71,6.95,14.37,18.79,10.44,6.467,9.718,,,,carcinoma,small_cell_carcinoma,LUNG
SW1417_LARGE_INTESTINE,16.3,2.481,2.636,8.79,1.261,0.0,5.79,16.67,6.03,29.25,12.62,43.07,96.97,4.898,71.89,0.0135,6.234,2.585,5.827,4.257,17.55,4.058,5.616,12.07,18.65,20.3,21.34,11.77,14.5,5.179,25.49,2.987,10.46,10.5,31.18,6.894,17.15,13.6,7.898,6.41,12.14,0.04747,0.2024,8.0,carcinoma,adenocarcinoma,LARGE_INTESTINE
KATOIII_STOMACH,16.26,6.658,0.05485,19.55,5.044,0.00286,8.281,32.09,8.438,12.41,28.66,40.57,63.46,30.11,58.58,0.01989,0.03536,1092.0,5.947,5.175,19.28,5.55,3.974,8.972,13.67,60.43,53.46,12.61,7.412,5.186,21.77,3.442,14.71,25.36,25.93,10.32,5.929,7.337,11.47,5.201,7.141,,,,carcinoma,adenocarcinoma,STOMACH
HS600T_FIBROBLAST,16.23,3.363,10.38,3.383,1.104,0.00878,6.454,14.28,5.215,17.03,13.86,37.74,36.41,7.503,7.359,0.02948,33.54,0.02291,3.678,3.796,14.0,1.64,5.145,9.571,7.983,26.41,12.04,9.731,8.824,5.272,5.652,2.681,5.751,8.211,12.35,4.932,10.59,3.365,5.175,2.756,6.71,,,,,,FIBROBLAST
TIG3TD_FIBROBLAST,16.13,3.417,21.7,3.355,0.7829,0.0,6.006,14.05,8.13,18.05,28.56,45.51,86.55,9.094,16.4,0.01261,33.97,0.01639,2.903,6.733,18.88,2.97,6.821,11.44,8.666,42.37,25.88,14.16,11.83,5.812,7.212,2.424,7.274,10.86,14.03,6.848,16.11,2.433,6.187,2.388,4.223,,,,,,FIBROBLAST
NCIH2347_LUNG,16.09,4.708,2.07,8.077,2.37,0.02985,10.59,14.64,9.016,37.11,26.57,60.79,94.51,3.754,44.62,0.00236,6.597,0.0117,7.282,5.272,23.64,3.246,2.767,5.491,14.25,29.51,16.46,11.61,14.19,2.068,11.64,3.178,5.521,6.424,29.52,6.985,19.98,3.493,7.44,2.914,7.687,,,,carcinoma,adenocarcinoma,LUNG
HS839T_FIBROBLAST,16.07,3.378,9.201,5.048,1.506,0.02677,6.583,16.47,6.442,20.6,20.31,42.21,45.53,5.315,9.228,0.03004,35.57,0.5444,3.885,4.912,15.08,2.785,4.881,11.08,6.921,25.06,18.79,11.97,9.369,4.091,7.13,2.318,6.745,8.532,14.98,4.545,12.9,2.877,5.253,3.311,6.739,,,,,,FIBROBLAST
NCIH441_LUNG,16.01,14.42,26.3,18.62,3.678,0.03843,12.68,18.62,6.064,7.09,18.35,29.85,69.08,9.186,53.55,0.01053,0.05302,0.00474,12.42,6.657,9.797,3.415,4.293,12.28,14.75,75.8,8.624,19.21,23.03,7.359,16.55,3.978,9.325,7.816,39.57,11.61,16.37,1.57,11.58,10.3,10.29,8.0,6.149,8.0,carcinoma,adenocarcinoma,LUNG
HDQP1_BREAST,15.99,4.31,6.852,5.509,2.089,0.0037,7.724,8.161,3.892,14.43,22.34,18.84,37.09,7.358,20.53,0.02239,0.6654,0.4658,4.955,3.204,8.272,5.389,2.948,8.413,12.03,34.06,38.28,6.478,9.923,2.263,6.6,1.776,6.855,6.043,28.37,6.471,11.07,3.243,6.158,4.005,5.433,5.738,8.0,8.0,carcinoma,ductal_carcinoma,BREAST
CHLA06ATRT_SOFT_TISSUE,15.95,2.125,28.78,3.171,0.5108,0.17,2.746,5.283,4.654,6.376,25.19,12.58,108.6,0.6559,53.64,0.07763,1.667,0.6399,3.142,3.432,19.14,4.134,4.045,6.865,13.2,60.31,18.28,20.12,6.743,3.056,7.064,1.375,4.069,5.816,6.786,4.651,8.405,1.628,2.118,0.8588,1.092,,,,,,SOFT_TISSUE
HCT116_LARGE_INTESTINE,15.94,5.343,15.95,11.56,4.061,0.00128,5.287,20.79,10.41,24.56,39.01,40.64,92.56,19.25,136.9,0.481,9.933,3.391,5.2,7.236,2.652,5.47,5.731,8.537,15.43,33.65,6.771,22.12,16.42,4.825,6.211,5.27,11.22,18.05,13.31,24.51,18.65,6.395,2.382,3.24,12.42,0.2024,1.833,8.0,carcinoma,NS,LARGE_INTESTINE
SNU520_STOMACH,15.9,3.881,23.83,2.633,1.885,0.00227,6.717,17.3,14.7,17.0,23.94,41.41,84.76,15.1,67.15,0.00848,0.05298,4.574,13.58,6.349,0.08081,4.194,4.378,9.066,24.7,136.6,79.96,10.34,25.45,3.08,9.957,4.133,16.15,8.728,31.89,5.897,20.55,9.711,3.783,11.43,10.38,,,,carcinoma,NS,STOMACH
SW1353_BONE,15.83,4.297,11.15,6.447,1.592,0.0659,5.978,16.26,8.577,13.42,34.87,33.65,60.49,24.12,23.24,0.06444,32.43,1.586,5.327,6.892,14.46,2.335,7.244,10.87,14.23,57.71,13.54,12.68,11.07,6.915,6.21,3.79,5.59,16.16,12.14,7.542,14.82,3.002,8.645,6.799,7.491,8.0,8.0,8.0,chondrosarcoma,NS,BONE
MDAMB436_BREAST,15.81,3.965,12.43,5.007,2.122,0.1217,3.6,10.74,4.19,11.72,19.7,31.1,68.95,2.406,52.9,0.4033,17.01,2.254,7.112,1.464,18.23,9.709,5.667,13.3,25.98,27.23,61.34,5.214,11.22,3.187,25.8,1.391,16.06,1.263,7.239,5.716,12.93,6.976,3.601,3.703,4.669,8.0,2.568,8.0,carcinoma,NS,BREAST
42MGBA_CENTRAL_NERVOUS_SYSTEM,15.79,1.984,13.92,3.515,1.652,0.6825,5.574,13.7,2.46,22.84,58.91,60.32,74.14,31.24,18.67,0.00417,23.63,1.898,3.042,4.576,18.96,6.475,3.504,12.55,9.822,34.99,44.75,7.65,26.45,10.27,7.34,2.535,8.94,1.135,6.648,4.349,18.28,3.539,3.358,4.304,8.918,5.871,,8.0,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
GP2D_LARGE_INTESTINE,15.77,6.815,41.26,9.856,3.524,0.0,6.444,20.63,18.8,17.77,29.12,55.86,114.5,7.044,118.3,2.797,13.4,0.7301,8.218,7.757,19.47,9.776,6.262,12.04,24.9,156.8,117.6,6.218,15.43,3.359,30.44,5.431,20.22,13.47,55.9,10.99,35.05,18.61,8.096,6.303,17.46,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
SNU61_LARGE_INTESTINE,15.75,6.281,38.81,11.54,2.982,0.00343,5.195,11.74,7.562,18.67,13.32,59.87,100.0,3.968,59.33,0.00976,0.4291,1.275,4.371,1.888,11.3,7.612,4.285,7.879,12.15,111.9,144.7,13.01,13.87,4.182,21.31,2.456,15.41,14.14,38.84,7.714,19.72,9.713,9.707,6.63,12.27,,,,carcinoma,NS,LARGE_INTESTINE
LN18_CENTRAL_NERVOUS_SYSTEM,15.74,2.72,25.08,13.56,2.972,0.00428,6.396,11.53,9.944,20.57,25.99,83.67,78.43,7.613,3.098,0.02594,9.368,0.7785,6.755,4.901,26.82,10.89,2.777,21.67,17.78,36.37,13.31,18.37,28.69,8.618,16.19,3.918,7.39,12.46,7.186,8.901,18.08,1.859,13.88,7.267,8.4,8.0,0.9809,3.491,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
SLR21_KIDNEY,15.69,3.004,12.52,6.999,1.106,0.03244,4.088,8.261,10.86,7.172,26.68,25.06,59.98,20.73,39.7,0.00667,52.13,5.018,2.585,6.123,14.64,4.71,4.581,14.42,15.8,41.11,61.94,12.81,15.68,3.581,11.22,3.537,3.459,21.45,28.83,9.087,18.13,1.842,8.318,5.096,4.702,,,,carcinoma,renal_cell_carcinoma,KIDNEY
HCC1395_BREAST,15.67,6.429,64.99,2.664,7.309,0.02003,6.524,9.566,1.095,10.36,15.8,64.62,61.94,12.43,41.12,0.08891,11.65,5.249,10.85,11.04,27.02,6.518,4.161,15.7,14.03,23.1,81.88,7.749,17.19,2.326,9.712,2.128,10.33,21.92,7.82,3.627,13.94,5.019,4.451,8.655,6.639,8.0,,8.0,carcinoma,ductal_carcinoma,BREAST
HCC1195_LUNG,15.67,3.965,33.4,6.595,0.9781,0.3596,5.357,15.65,2.574,19.55,169.8,46.02,92.99,4.224,30.59,0.04109,0.5874,0.00954,7.761,2.833,10.26,9.906,2.717,11.07,10.33,43.88,30.22,9.113,17.11,3.546,16.8,8.444,12.43,2.768,88.51,9.622,2.621,2.762,9.049,6.732,14.27,,,,carcinoma,mixed_adenosquamous_carcinoma,LUNG
H4_CENTRAL_NERVOUS_SYSTEM,15.61,3.671,25.63,9.119,1.534,0.01206,9.589,7.991,0.0375,17.39,14.5,54.21,57.34,22.04,9.086,0.03152,16.35,0.66,5.4,6.66,10.12,4.779,5.588,12.3,12.74,91.71,19.23,16.97,19.03,7.908,6.15,3.472,4.564,6.527,11.71,10.47,18.62,5.723,7.613,5.835,10.4,8.0,8.0,8.0,glioma,NS,CENTRAL_NERVOUS_SYSTEM
J82_URINARY_TRACT,15.56,3.661,8.885,7.495,2.621,0.00376,5.914,11.54,0.4531,59.69,41.14,51.36,114.3,8.34,24.1,0.02011,41.52,0.00844,3.68,5.242,16.66,3.694,5.228,14.83,10.69,52.14,31.84,9.687,18.76,2.241,13.84,1.472,7.979,13.26,11.0,5.667,18.34,2.054,6.496,3.38,9.02,8.0,8.0,8.0,carcinoma,transitional_cell_carcinoma,URINARY_TRACT
LC1F_LUNG,15.33,5.349,27.86,17.01,2.028,0.3751,15.55,13.17,5.505,22.46,30.71,45.84,90.12,3.239,89.03,0.1021,3.992,9.826,10.5,4.009,9.231,7.856,2.905,7.909,12.62,147.2,23.33,19.05,16.9,2.995,16.43,6.166,9.332,14.36,8.495,15.14,13.95,5.404,14.67,6.683,13.41,,,,carcinoma,squamous_cell_carcinoma,LUNG
HEC1B_ENDOMETRIUM,15.32,3.701,46.88,12.39,2.012,0.0057,8.034,12.02,6.379,16.59,25.5,22.27,91.46,1.179,46.6,0.00244,9.109,1.962,6.051,6.114,22.4,7.521,6.077,13.09,28.91,25.71,41.57,18.23,32.82,5.462,23.08,1.889,7.518,12.81,47.62,10.24,18.99,5.423,9.415,3.393,11.22,8.0,8.0,8.0,carcinoma,adenocarcinoma,ENDOMETRIUM
SW1990_PANCREAS,15.28,4.915,29.58,5.014,3.201,0.01429,7.38,18.2,8.593,21.81,31.78,106.3,106.3,24.87,23.22,0.03902,9.347,0.4595,5.042,2.633,11.08,3.493,1.948,8.383,8.378,23.66,21.72,10.56,9.799,5.771,13.06,1.807,7.268,16.76,12.71,7.127,20.13,6.659,8.151,2.26,7.22,0.2258,2.465,8.0,carcinoma,ductal_carcinoma,PANCREAS
DLD1_LARGE_INTESTINE,15.24,5.914,22.9,10.6,2.703,0.0,3.588,16.85,10.69,20.68,27.35,31.05,107.8,2.393,49.84,0.00542,3.645,1.113,4.935,8.575,25.03,5.469,3.817,8.551,13.92,100.9,29.6,13.45,15.59,3.639,14.97,3.801,22.42,16.36,25.44,8.169,14.74,0.8864,8.229,2.386,4.28,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
NCIH2882_LUNG,15.1,3.785,1.289,7.12,1.113,0.00442,10.36,17.56,10.0,18.02,21.83,24.94,133.3,9.289,23.02,0.00944,77.08,2.155,4.446,2.752,12.23,6.458,3.477,36.24,15.0,11.5,30.75,22.1,13.47,4.683,16.33,3.036,9.171,9.407,8.959,7.992,22.89,1.467,1.797,3.639,4.041,,,,,,LUNG
HUPT4_PANCREAS,14.95,3.695,25.0,12.57,2.66,0.02731,6.055,13.75,5.891,30.7,21.06,31.9,63.64,8.266,56.38,0.02411,0.05761,0.6623,4.39,4.206,34.44,7.145,5.496,7.144,17.91,110.6,35.97,14.88,12.05,4.467,10.66,2.26,15.83,10.24,39.82,9.435,17.31,0.6263,6.13,3.584,3.605,0.06638,1.958,8.0,carcinoma,NS,PANCREAS
RS5_FIBROBLAST,14.94,3.789,8.276,1.01,0.3248,0.06007,6.513,11.82,8.602,14.98,14.07,30.71,31.43,10.93,9.335,0.259,34.87,0.00783,3.688,4.1,9.897,1.24,4.576,8.707,5.217,14.49,14.19,8.967,5.965,3.514,4.802,2.785,2.282,9.226,12.9,4.94,10.16,3.22,5.083,2.08,4.39,,,,,,FIBROBLAST
IOMMLEE_CENTRAL_NERVOUS_SYSTEM,14.93,3.434,17.62,11.04,2.713,0.00618,6.933,13.49,5.473,28.16,33.86,52.44,149.7,5.021,94.91,0.0,12.17,0.0095,4.316,7.007,28.64,4.467,4.325,9.27,9.769,22.3,6.793,17.53,12.53,6.645,14.49,2.825,9.293,19.76,10.57,8.956,17.87,4.513,5.468,2.453,6.513,,,,meningioma,NS,CENTRAL_NERVOUS_SYSTEM
TM31_CENTRAL_NERVOUS_SYSTEM,14.89,4.77,15.51,5.827,1.504,0.02325,7.248,23.95,12.47,11.34,49.2,49.74,91.21,9.616,52.06,0.04054,71.21,0.1588,5.142,10.51,17.14,2.231,6.473,8.749,13.8,21.66,39.02,15.36,14.51,5.687,9.3,2.707,14.56,15.6,17.78,7.976,13.35,4.385,2.073,4.127,9.825,,,,glioma,astrocytoma,CENTRAL_NERVOUS_SYSTEM
MON_SOFT_TISSUE,14.87,3.375,26.75,8.736,2.224,0.00403,4.709,18.14,5.584,15.43,43.72,41.55,99.37,19.21,39.54,0.0,2.903,26.06,4.721,6.815,26.55,3.093,6.941,12.72,29.11,47.1,54.37,10.15,22.7,9.975,9.068,37.71,11.44,12.04,18.29,13.71,23.42,4.975,7.414,3.265,10.05,,,,,,SOFT_TISSUE
NCIH2172_LUNG,14.85,2.688,3.1,9.127,1.77,0.02116,6.842,14.34,5.591,15.83,36.42,49.03,54.95,3.774,30.27,0.01583,2.331,0.921,4.839,7.17,39.01,4.237,6.395,11.46,11.78,61.1,14.5,6.053,15.49,7.822,7.565,9.193,9.157,10.63,11.32,5.958,0.1165,2.323,6.954,2.956,6.807,8.0,8.0,8.0,carcinoma,non_small_cell_carcinoma,LUNG
AN3CA_ENDOMETRIUM,14.82,3.309,18.36,11.14,3.055,0.01493,5.72,10.75,3.951,24.26,12.62,75.13,118.5,14.63,20.26,3.002,134.5,43.35,7.967,5.678,0.1183,8.458,8.232,20.66,9.647,42.78,59.76,5.479,44.12,5.215,19.06,3.898,10.42,14.95,19.05,8.137,23.52,9.397,6.431,8.292,14.59,8.0,4.146,8.0,carcinoma,adenocarcinoma,ENDOMETRIUM
KYSE510_OESOPHAGUS,14.81,5.149,6.671,14.39,2.389,0.02167,5.939,15.43,8.104,15.53,17.04,34.45,96.06,4.708,199.8,0.01699,1.288,6.982,4.288,3.535,15.42,7.328,5.941,10.77,15.82,136.7,17.29,11.12,17.76,2.699,17.61,3.999,11.18,13.26,20.27,8.057,18.62,14.22,8.421,2.553,6.798,8.0,,8.0,carcinoma,squamous_cell_carcinoma,OESOPHAGUS
DM3_FIBROBLAST,14.73,3.466,4.882,1.042,0.2164,0.00194,5.55,17.88,7.302,20.47,16.14,35.23,36.85,13.84,11.0,0.1619,39.89,0.02241,4.902,4.054,11.23,1.204,4.393,10.3,6.386,21.52,14.13,7.385,9.774,4.534,4.188,2.044,2.105,10.89,16.0,4.393,10.94,2.259,6.845,2.724,7.109,,,,,,FIBROBLAST
MKN45_STOMACH,14.68,6.935,23.44,13.39,3.451,0.00117,5.261,9.473,8.523,11.86,10.73,46.29,89.48,10.09,18.93,0.5709,3.207,6.483,2.383,0.03036,21.6,6.368,4.317,6.74,24.54,62.8,19.77,9.792,7.325,4.14,4.85,4.405,16.04,13.31,24.9,15.23,24.9,14.74,8.957,7.957,17.79,0.2875,0.2693,0.2591,carcinoma,diffuse_adenocarcinoma,STOMACH
KMRC1_KIDNEY,14.56,0.8593,6.603,6.86,1.082,0.01301,4.953,10.79,2.345,21.91,25.34,12.1,108.1,11.41,7.779,0.02528,6.55,0.02843,1.288,3.806,13.95,2.311,1.795,1.503,2.421,48.6,46.76,9.094,1.804,2.594,2.555,1.436,10.48,17.8,4.691,4.131,6.697,0.6864,2.824,0.7992,0.237,8.0,8.0,8.0,carcinoma,clear_cell_renal_cell_carcinoma,KIDNEY
LOXIMVI_SKIN,14.5,4.755,13.44,7.22,2.134,0.02515,7.091,9.654,5.802,24.41,28.75,41.83,128.0,23.02,116.5,0.01536,36.39,0.02534,5.831,7.31,14.82,4.754,6.306,6.53,10.9,39.76,6.137,21.24,13.2,9.349,13.08,3.792,6.283,11.27,0.2082,6.564,23.66,5.494,7.246,3.38,13.92,1.003,2.709,8.0,malignant_melanoma,NS,SKIN
NCIH716_LARGE_INTESTINE,14.46,8.01,3.812,6.058,5.584,0.00286,5.959,17.11,6.303,15.38,38.43,146.9,120.1,12.3,56.77,12.5,0.1839,1120.0,7.994,7.582,14.02,7.532,2.749,18.99,15.59,50.87,21.02,12.72,23.71,3.572,16.36,7.263,13.7,18.31,1.726,9.195,12.79,2.969,5.586,10.98,12.15,,,,carcinoma,adenocarcinoma,LARGE_INTESTINE
CH157MN_CENTRAL_NERVOUS_SYSTEM,14.39,4.163,1.418,7.518,3.107,0.00264,7.866,15.1,2.443,20.56,43.26,39.89,90.7,13.31,55.44,0.02888,11.58,0.0019,3.775,3.236,21.27,5.676,4.553,6.993,14.24,38.79,2.948,16.98,13.22,8.085,7.026,2.175,9.953,24.19,0.2292,7.87,16.92,1.205,6.193,3.108,5.64,,,,meningioma,NS,CENTRAL_NERVOUS_SYSTEM
TCCPAN2_PANCREAS,14.37,10.52,1.464,6.9,1.615,0.02314,12.77,12.4,15.52,18.44,17.94,41.72,71.61,8.093,23.49,0.02267,3.244,0.04451,3.175,1.11,9.836,2.632,3.915,14.63,10.08,140.4,25.05,21.26,6.865,4.641,18.42,1.948,7.404,12.21,14.35,13.53,11.98,1.591,6.938,3.711,5.307,,,,carcinoma,NS,PANCREAS
8MGBA_CENTRAL_NERVOUS_SYSTEM,14.31,3.229,40.28,9.105,2.199,0.1742,9.889,10.33,9.668,11.42,57.41,24.19,109.4,7.419,4.972,0.04499,24.64,0.3273,5.308,5.641,19.96,11.04,7.574,19.8,21.53,45.73,9.151,21.45,22.63,3.944,6.607,3.984,4.828,1.696,9.683,10.5,19.81,0.2713,7.459,3.671,8.545,8.0,,8.0,glioma,astrocytoma_Grade_IV,CENTRAL_NERVOUS_SYSTEM
HS698T_FIBROBLAST,14.28,3.013,12.65,4.109,1.506,0.01768,6.691,13.69,7.336,15.17,15.07,33.21,47.41,14.25,14.69,0.00872,18.56,0.00654,4.544,5.578,13.75,2.076,6.902,10.35,6.988,23.33,10.5,10.68,8.94,5.935,5.712,3.665,6.211,11.75,11.09,4.633,10.09,4.501,6.055,3.387,6.432,,,,,,FIBROBLAST
PANC0403_PANCREAS,14.26,5.28,18.08,9.415,3.718,0.01896,5.242,19.3,7.986,13.68,19.48,29.37,55.91,9.45,28.8,0.0045,0.2833,0.8224,4.127,4.369,13.33,2.982,2.53,7.954,6.71,73.37,29.95,10.83,5.345,3.384,9.771,3.555,11.13,20.84,16.12,5.138,9.718,1.479,6.466,1.78,2.792,0.3804,3.237,8.0,carcinoma,NS,PANCREAS
